,average,sd,ratio,ava,avb,cumsum,p
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Aureispira,0.000254561,0.000325484,0.782100643,2.4,0,0.971979384,0.137
d__Bacteria.k__.p__Planctomycetota.c__Pla4_lineage.o__.f__.g__,0.000254561,0.000414205,0.614577024,2.4,0,0.972258984,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Actibacter,0.000246076,0.000226497,1.086439541,0.8,2.4,0.972529265,0.458
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Pseudahrensia,0.00023759,0.000241637,0.98325087,2.2,1,0.972790225,0.952
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Yoonia.Loktanella,0.000233347,0.000476319,0.489897949,2.2,0,0.973046525,0.261
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__,0.000233347,0.00032404,0.720119038,2.2,0,0.973302826,0.191
d__Bacteria.k__.p__Planctomycetota.c__BD7.11.o__.f__.g__,0.000233347,0.000285594,0.817059488,2.2,0,0.973559126,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__SM2D12.g__,0.000233347,0.000241094,0.967870959,2.2,0,0.973815426,0.284
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Anaerobacillus,0.000229105,0.00019529,1.173150965,2.2,0.2,0.974067067,0.786
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.__,0.000220619,0.000152849,1.443377526,2.2,0.2,0.974309387,0.943
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.__,0.000212134,0.000381202,0.556486675,2,0,0.974542387,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__uncultured,0.000212134,0.000381202,0.556486675,2,0,0.974775388,0.017
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Seonamhaeicola,0.000212134,0.000118587,1.788854382,2,0,0.975008388,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Granulosicoccales.f__Granulosicoccaceae.g__Granulosicoccus,0.000212134,0.000205398,1.032795559,2,0,0.975241388,0.639
d__Bacteria.k__.p__Nitrospinota.c__Nitrospinia.o__Nitrospinales.f__Nitrospinaceae.g__Nitrospina,0.000212134,0.000273864,0.774596669,2,0,0.975474389,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Pseudohongiellaceae.g__Pseudohongiella,0.000212134,0.000282292,0.751469149,2,0,0.975707389,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Criblamydiaceae.g__,0.000212134,0.000227076,0.934198733,2,0,0.975940389,0.001
d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Obscuribacterales.f__Obscuribacteraceae.g__,0.000212134,0.000273864,0.774596669,2,0,0.97617339,0.147
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__WN.HWB.116.f__.g__,0.000190921,0.000389715,0.489897949,1.8,0,0.97638309,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hellea,0.000190921,0.000126245,1.512302491,1.8,0,0.97659279,0.125
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Muricauda,0.000190921,0.000209913,0.909524075,1.8,0,0.97680249,0.465
d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__A4b.g__,0.000190921,0.000241094,0.791894421,1.8,0,0.977012191,0.135
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Devosiaceae.g__Pelagibacterium,0.000190921,0.000198433,0.962140471,0,1.8,0.977221891,0.244
d__Bacteria.k__.p__Firmicutes.__.__.__.__,0.000190921,0.000198433,0.962140471,1.8,0,0.977431591,0.965
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Ga0077536.f__.g__,0.000190921,0.000209913,0.909524075,1.8,0,0.977641291,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Kangiellaceae.g__Kangiella,0.000190921,0.000173207,1.102270384,1.8,0,0.977850992,0.001
d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__Vermiphilaceae.g__,0.000190921,0.000338197,0.564525043,1.8,0,0.978060692,0.013
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Coraliomargarita,0.000190921,0.000241094,0.791894421,1.8,0,0.978270392,0.002
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.__,0.000190921,0.000173207,1.102270384,0,1.8,0.978480092,0.14
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Rubritalea,0.00017395,0.000129471,1.34354035,1.8,0.8,0.978671153,0.9
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__uncultured.g__,0.000169707,0.000222909,0.761329522,1.6,0,0.978857553,0.999
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea,0.000169707,0.00016202,1.047445873,1.6,0,0.979043953,0.015
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__Cm1.21,0.000169707,0.000200782,0.84523287,1.6,0,0.979230353,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__Parahaliea,0.000169707,0.000129905,1.306394529,1.4,1,0.979416754,0.011
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Micavibrionales.f__Micavibrionaceae.g__uncultured,0.000169707,0.000222909,0.761329522,1.6,0,0.979603154,0.278
d__Bacteria.k__.p__Bacteroidota.c__Ignavibacteria.o__Ignavibacteriales.f__Melioribacteraceae.g__IheB3.7,0.000169707,0.000212134,0.8,1.6,0,0.979789554,0.001
d__Bacteria.k__.p__Patescibacteria.c__Dojkabacteria.o__.f__.g__,0.000169707,0.000175892,0.964836303,1.6,0,0.979975954,0.141
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Maritimimonas,0.000169707,0.000346413,0.489897949,1.6,0,0.980162355,0.147
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__BIrii41.g__,0.000169707,0.000222909,0.761329522,1.6,0,0.980348755,0.005
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Candidatus_Berkiella,0.000169707,0.000295278,0.574736966,1.6,0,0.980535155,0.001
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__SM1A02,0.000169707,0.00025249,0.67213444,1.6,0,0.980721555,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Haloferula,0.000161222,0.000289053,0.557759045,0.2,1.4,0.980898636,0.471
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas,0.000161222,0.000289053,0.557759045,0.2,1.4,0.981075716,0.194
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.__.__,0.000152737,0.000198622,0.768980363,1.4,0.2,0.981243476,0.999
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Edaphobaculum,0.000148494,0.000188748,0.786732082,1.4,0,0.981406576,0.002
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga,0.000148494,0.000129905,1.143095213,0,1.4,0.981569676,0.846
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Micavibrionales.f__uncultured.g__,0.000148494,0.000146843,1.011241166,1.4,0,0.981732777,0.003
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Oceanirhabdus,0.000148494,0.000212134,0.7,0,1.4,0.981895877,0.011
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__SZB50.f__.g__,0.000148494,0.00016202,0.916515139,1.4,0,0.982058977,0.001
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae.g__Paenibacillus,0.000148494,0.000303112,0.489897949,0,1.4,0.982222077,0.149
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Hyphomicrobium,0.000148494,0.000200782,0.739578761,1.4,0,0.982385177,0.021
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Portibacter,0.000148494,0.000188748,0.786732082,1.4,0,0.982548278,0.031
d__Bacteria.k__.p__Acidobacteriota.c__Acidobacteriae.o__PAUC26f.f__.g__,0.000148494,0.000188748,0.786732082,1.4,0,0.982711378,0.003
d__Bacteria.k__.p__Bacteroidota.c__Kapabacteria.o__Kapabacteriales.f__.g__,0.000148494,0.00016202,0.916515139,1.4,0,0.982874478,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__uncultured,0.000148494,0.000188748,0.786732082,1.4,0,0.983037578,0.001
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Gimesiaceae.g__uncultured,0.000144251,0.00019336,0.746022553,0.2,1.4,0.983196018,0.484
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__NS11.12_marine_group.g__,0.000144251,0.000209645,0.688074923,1,0.6,0.983354459,0.005
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__uncultured.g__,0.000144251,0.00019336,0.746022553,1.4,0.2,0.983512899,0.018
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Thiohalorhabdales.f__Thiohalorhabdaceae.g__uncultured,0.000140008,0.000104822,1.33567485,1.6,0.6,0.983666679,0.05
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__AB1.g__,0.000131523,0.000199094,0.660609506,1.2,0.2,0.983811139,0.169
d__Bacteria.k__.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__Bdellovibrio,0.00012728,8.10E-05,1.57116881,1.2,0,0.983950939,0.039
d__Bacteria.k__.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__.g__,0.00012728,0.000159101,0.8,1.2,0,0.98409074,0.4
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Ekhidna,0.00012728,0.00025981,0.489897949,1.2,0,0.98423054,0.362
d__Bacteria.k__.p__WPS.2.c__.o__.f__.g__,0.00012728,0.000173207,0.734846923,1.2,0,0.98437034,0.733
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.g__Nitrosomonas,0.00012728,0.00025981,0.489897949,1.2,0,0.98451014,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.g__Bauldia,0.00012728,0.000159101,0.8,1.2,0,0.98464994,0.134
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Euzebyella,0.00012728,0.000209913,0.606349383,1.2,0,0.984789741,0.577
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__Pseudohaliea,0.00012728,0.00025981,0.489897949,1.2,0,0.984929541,0.016
d__Bacteria.k__.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Roseiflexaceae.g__uncultured,0.00012728,0.00025981,0.489897949,1.2,0,0.985069341,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Taibaiella,0.00012728,0.000159101,0.8,1.2,0,0.985209141,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Rheinheimera,0.000118795,0.000115867,1.025267372,0.6,1,0.985339621,0.302
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella,0.000118795,0.00020384,0.582785543,0.2,1,0.985470101,0.424
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Pirellula,0.000114552,0.000146588,0.781460574,1,0.4,0.985595922,0.573
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseobacter,0.000114552,0.000129616,0.883782455,1,0.4,0.985721742,0.264
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.g__Fuerstia,0.000114552,0.000110058,1.040837957,1,0.4,0.985847562,0.002
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.__,0.00011031,0.000157561,0.70010789,1,0.2,0.985968722,0.01
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Aliihoeflea,0.000106067,0.000136932,0.774596669,0,1,0.986085222,0.364
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__uncultured.f__.g__,0.000106067,0.000167707,0.632455532,0,1,0.986201722,0.28
d__Bacteria.k__.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.__,0.000106067,0.000136932,0.774596669,0,1,0.986318222,0.942
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.f__Phormidesmiaceae.g__Phormidesmis_ANT.LACV5.1,0.000106067,0.000118587,0.894427191,1,0,0.986434723,0.872
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Acholeplasma,0.000106067,9.68E-05,1.095445115,1,0,0.986551223,0.139
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Parvularculaceae.g__Parvularcula,0.000106067,0.000216508,0.489897949,1,0,0.986667723,0.756
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Parvularculaceae.__,0.000106067,0.000167707,0.632455532,1,0,0.986784223,0.054
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__Candidatus_Megaira,0.000106067,9.68E-05,1.095445115,1,0,0.986900723,0.252
d__Bacteria.k__.p__Desulfobacterota.c__Desulfomonilia.o__Desulfomonilales.f__Desulfomonilaceae.g__Desulfomonile,0.000106067,0.000216508,0.489897949,1,0,0.987017223,0.001
d__Bacteria.k__.p__Myxococcota.c__bacteriap25.o__.f__.g__,0.000106067,0.000136932,0.774596669,1,0,0.987133724,0.032
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Shewanellaceae.g__Shewanella,0.000106067,0.000167707,0.632455532,1,0,0.987250224,0.075
d__Bacteria.k__.p__Gemmatimonadota.c__PAUC43f_marine_benthic_group.o__.f__.g__,0.000106067,0.000216508,0.489897949,1,0,0.987366724,0.032
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Haliangiales.f__Haliangiaceae.g__Haliangium,0.000106067,0.000167707,0.632455532,1,0,0.987483224,0.018
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Parvularculaceae.g__Amphiplicatus,0.000106067,9.68E-05,1.095445115,1,0,0.987599724,0.001
d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.__.__.__,0.000106067,0.000136932,0.774596669,1,0,0.987716224,0.002
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Roseimarinus,0.000106067,0.000167707,0.632455532,1,0,0.987832724,0.154
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Crocinitomicaceae.g__Crocinitomix,0.000106067,9.68E-05,1.095445115,1,0,0.987949225,0.002
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Limnobacter,0.000106067,0.000136932,0.774596669,1,0,0.988065725,0.002
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Ascidiimonas,0.000106067,0.000136932,0.774596669,1,0,0.988182225,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Gven.F17.g__,0.000101824,0.000112418,0.905767868,1,0.2,0.988294065,0.218
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Fulvivirga,0.000101824,0.000151494,0.67213444,0.6,0.6,0.988405905,0.283
d__Bacteria.k__.p__Actinobacteriota.c__Thermoleophilia.o__Gaiellales.f__uncultured.g__,9.33E-05,8.28E-05,1.126724543,0.8,0.4,0.988508425,0.086
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Lachnospirales.__.__,8.91E-05,0.000117315,0.759463456,0.2,0.8,0.988606285,0.002
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina,8.49E-05,8.10E-05,1.047445873,0.8,0,0.988699486,0.597
d__Bacteria.k__.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__Calorithrix,8.49E-05,0.000106067,0.8,0.8,0,0.988792686,0.001
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Oscillatoriaceae.g__Planktothricoides_SR001,8.49E-05,0.000173207,0.489897949,0.8,0,0.988885886,0.001
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_18,8.49E-05,0.000106067,0.8,0,0.8,0.988979086,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Reichenbachiella,8.49E-05,0.000173207,0.489897949,0.8,0,0.989072286,0.034
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae.g__Caldora_VP642b,8.49E-05,0.000173207,0.489897949,0.8,0,0.989165486,0.302
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Marinovum,8.49E-05,0.000173207,0.489897949,0.8,0,0.989258686,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingorhabdus,8.49E-05,0.000173207,0.489897949,0.8,0,0.989351886,0.254
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Schleiferiaceae.g__Schleiferia,8.49E-05,0.000173207,0.489897949,0.8,0,0.989445086,0.001
d__Bacteria.k__.p__Entotheonellaeota.c__Entotheonellia.o__Entotheonellales.f__Entotheonellaceae.g__Candidatus_Entotheonella,8.49E-05,8.10E-05,1.047445873,0.8,0,0.989538287,0.309
d__Bacteria.k__.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae.g__P3OB.42,8.49E-05,0.000106067,0.8,0.8,0,0.989631487,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methyloligellaceae.g__Methyloceanibacter,8.49E-05,0.000173207,0.489897949,0,0.8,0.989724687,0.15
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.__,8.49E-05,0.000173207,0.489897949,0.8,0,0.989817887,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Umboniibacter,8.49E-05,0.000173207,0.489897949,0.8,0,0.989911087,0.616
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Hyunsoonleella,8.49E-05,0.000173207,0.489897949,0.8,0,0.990004287,0.039
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Eel.36e1D6.g__,8.49E-05,0.000173207,0.489897949,0.8,0,0.990097487,0.001
d__Bacteria.k__.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.__,8.49E-05,0.000173207,0.489897949,0.8,0,0.990190687,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidetes_VC2.1_Bac22.f__.g__,8.49E-05,0.000173207,0.489897949,0.8,0,0.990283888,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__uncultured,8.49E-05,0.000126245,0.67213444,0.8,0,0.990377088,0.135
d__Bacteria.k__.p__Actinobacteriota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae.g__Rubrobacter,8.49E-05,0.000126245,0.67213444,0,0.8,0.990470288,0.969
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomicrobium,8.49E-05,0.000126245,0.67213444,0.8,0,0.990563488,0.912
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter,8.49E-05,0.000126245,0.67213444,0,0.8,0.990656688,0.069
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Photobacterium,8.49E-05,0.000126245,0.67213444,0.8,0,0.990749888,0.899
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__Phycisphaera,8.49E-05,0.000126245,0.67213444,0.8,0,0.990843088,0.125
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.__.__,8.49E-05,0.000126245,0.67213444,0.8,0,0.990936288,0.14
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Algimonas,8.49E-05,0.000126245,0.67213444,0.8,0,0.991029489,0.789
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudoruegeria,8.49E-05,0.000126245,0.67213444,0.8,0,0.991122689,0.085
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__UASB.TL25.f__.g__,8.49E-05,0.000126245,0.67213444,0.8,0,0.991215889,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__Arctic95B.14.g__,8.49E-05,0.000126245,0.67213444,0.8,0,0.991309089,0.015
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__,8.49E-05,0.000126245,0.67213444,0,0.8,0.991402289,0.41
d__Bacteria.k__.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_9.f__.g__,7.64E-05,0.000120625,0.633107212,0.6,0.2,0.991486169,0.145
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Rubripirellula,6.79E-05,0.000100996,0.67213444,0.4,0.4,0.991560729,0.997
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__uncultured,6.79E-05,7.42E-05,0.914285714,0.4,0.4,0.991635289,0.223
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__SAR86_clade.f__.g__,6.36E-05,0.000129905,0.489897949,0.6,0,0.991705189,0.155
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured.g__,6.36E-05,0.000129905,0.489897949,0.6,0,0.991775089,0.127
d__Bacteria.k__.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter,6.36E-05,8.66E-05,0.734846923,0.6,0,0.99184499,0.583
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Pedosphaerales.f__Pedosphaeraceae.g__SCGC_AAA164.E04,6.36E-05,8.66E-05,0.734846923,0.6,0,0.99191489,0.002
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.__.__,6.36E-05,0.000129905,0.489897949,0,0.6,0.99198479,0.447
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Roseitalea,6.36E-05,0.000129905,0.489897949,0.6,0,0.99205469,0.818
d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.__,6.36E-05,0.000129905,0.489897949,0.6,0,0.99212459,0.728
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__Urania.1B.19_marine_sediment_group,6.36E-05,0.000129905,0.489897949,0.6,0,0.99219449,0.015
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__Defluviicoccaceae.g__Defluviicoccus,6.36E-05,8.66E-05,0.734846923,0.6,0,0.99226439,0.169
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__uncultured.g__,6.36E-05,0.000129905,0.489897949,0.6,0,0.99233429,0.714
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Francisellales.f__Francisellaceae.g__uncultured,6.36E-05,0.000129905,0.489897949,0.6,0,0.99240419,0.816
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__Phaeocystidibacter,6.36E-05,8.66E-05,0.734846923,0,0.6,0.99247409,0.551
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__uncultured,6.36E-05,8.66E-05,0.734846923,0.6,0,0.99254399,0.668
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__NS9_marine_group.g__,6.36E-05,8.66E-05,0.734846923,0.6,0,0.992613891,0.004
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Rubidimonas,6.36E-05,8.66E-05,0.734846923,0.6,0,0.992683791,0.769
