"","average","sd","ratio","ava","avb","cumsum","p"
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Mastigocoleus_BC008",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.993909470197287,0.857
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__SZB50.f__.g__",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.994014298593203,0.155
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__.g__",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.994119126989119,0.803
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__Candidatus_Megaira",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.994223955385035,0.413
"d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Vampirovibrionales.f__.g__",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.994328783780951,0.393
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Synechococcales.f__Synechococcales_Incertae_Sedis.g__Schizothrix_LEGE_07164",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.994433612176867,0.675
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Shewanellaceae.g__Ferrimonas",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.994538440572782,0.04
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__Phycisphaera",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.994643268968698,0.278
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Cerasicoccus",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.994748097364614,0.137
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.g__Anderseniella",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.99485292576053,0.515
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Rivularia_PCC.7116",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.994957754156446,0.408
"d__Bacteria.k__.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.__",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.995062582552362,0.017
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.995167410948278,0.475
"d__Bacteria.k__.p__Fusobacteriota.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Cetobacterium",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.995272239344194,0.255
"d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Silvanigrellales.f__Silvanigrellaceae.g__uncultured",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.995377067740109,0.001
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__01D2Z36.g__",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.995481896136025,0.161
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methyloligellaceae.g__Methyloceanibacter",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.995586724531941,0.417
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__BD2.7.g__",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.995691552927857,0.016
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas",4.24268137462877e-05,5.30335171828596e-05,0.8,0.4,0,0.995796381323773,0.821
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Fabibacter",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.995901209719689,0.025
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Cohaesibacter",4.24268137462877e-05,5.30335171828596e-05,0.8,0,0.4,0.996006038115605,0.276
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.__",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.996110866511521,0.125
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseivivax",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.996215694907437,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Steroidobacterales.f__Woeseiaceae.g__JTB255_marine_benthic_group",4.24268137462877e-05,8.66033709087533e-05,0.489897948556636,0,0.4,0.996320523303352,0.001
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Roseibacillus",3.39414509970301e-05,5.04980089700385e-05,0.672134440333445,0.2,0.2,0.996404386020085,0.842
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__Vicingus",3.39414509970301e-05,5.04980089700385e-05,0.672134440333445,0.2,0.2,0.996488248736818,0.476
"d__Bacteria.k__.p__NB1.j.c__.o__.f__.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.996540662934776,0.616
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.996593077132734,0.459
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Altererythrobacter",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.996645491330692,0.922
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Steroidobacterales.f__Woeseiaceae.g__Woeseia",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.99669790552865,0.861
"d__Bacteria.k__.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.996750319726608,0.711
"d__Bacteria.k__.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.996802733924566,1
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Pedosphaerales.f__Pedosphaeraceae.g__SCGC_AAA164.E04",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.996855148122523,0.148
"d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Bythopirellula",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.996907562320481,0.693
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.996959976518439,0.971
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__uncultured",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997012390716397,0.804
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__.g__Candidatus_Jidaibacter",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997064804914355,0.113
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__uncultured",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997117219112313,0.93
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__uncultured.f__.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997169633310271,0.978
"d__Bacteria.k__.p__Actinobacteriota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae.g__Rubrobacter",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.997222047508229,0.98
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Tunicatimonas",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.997274461706187,0.966
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__AqS1",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.997326875904145,0.121
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997379290102103,0.4
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.997431704300061,0.608
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__uncultured",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997484118498019,0.296
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Cyanobacteriaceae.g__Cyanobacterium_CLg1",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997536532695977,0.303
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Devosiaceae.g__Pelagibacterium",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997588946893935,0.696
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997641361091892,0.717
"d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__uncultured",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997693775289851,0.928
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_12",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997746189487809,0.155
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__Algisphaera",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997798603685766,0.392
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Pararhodospirillum",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997851017883724,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Microcystaceae.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.997903432081682,0.001
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.99795584627964,0.968
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.f__Nodosilineaceae.g__Halomicronema_TFEP1",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998008260477598,0.745
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Parachlamydiaceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998060674675556,0.158
"d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__.f__.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.998113088873514,0.975
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Halodesulfovibrio",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998165503071472,0.256
"d__Bacteria.k__.p__Chloroflexi.c__KD4.96.o__.f__.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.99821791726943,0.309
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998270331467388,0.4
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacterium",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.998322745665346,0.647
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998375159863304,0.776
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__PS1_clade.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998427574061262,0.822
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae.g__Caldora_VP642b",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.99847998825922,0.443
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__SM2D12.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998532402457178,0.784
"d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__.g__Pseudobacteriovorax",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998584816655136,0.459
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae.g__uncultured",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998637230853094,0.255
"d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__Vermiphilaceae.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998689645051051,0.252
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998742059249009,0.018
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Nostoc_PCC.7107",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.998794473446967,0.537
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Crocinitomicaceae.g__Fluviicola",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.998846887644925,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Kiloniellaceae.g__Tistlia",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.998899301842883,0.184
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__Owenweeksia",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.998951716040841,0.045
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999004130238799,0.001
"d__Bacteria.k__.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales.f__Sumerlaeaceae.g__Sumerlaea",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999056544436757,0.258
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudoruegeria",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999108958634715,0.467
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Izemoplasmatales.f__.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999161372832673,0.012
"d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999213787030631,0.294
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__uncultured",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999266201228589,0.91
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999318615426547,0.726
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__uncultured.f__.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999371029624505,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Oxyphotobacteria_Incertae_Sedis.f__Unknown_Family.g__Pseudanabaena_NgrPSln22",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999423443822463,0.155
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999475858020421,0.15
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.__.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999528272218379,0.001
"d__Bacteria.k__.p__Bacteroidota.c__Chlorobia.o__Chlorobiales.f__Chlorobiaceae.g__Prosthecochloris",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0.2,0,0.999580686416337,0.001
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__Tepidisphaeraceae.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999633100614294,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999685514812252,0.001
"d__Bacteria.k__.p__Desulfobacterota.c__Syntrophobacteria.o__Syntrophobacterales.f__uncultured.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.99973792901021,0.234
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Kiloniellaceae.__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999790343208168,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Nautella",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999842757406126,0.136
"d__Bacteria.k__.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Halobacteriovorax",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999895171604084,0.278
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Oricola",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,0.999947585802042,0.001
"d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__UBA12409.g__",2.12134068731438e-05,4.33016854543766e-05,0.489897948556636,0,0.2,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__SAR86_clade.f__.g__",0,0,NA,0,0,1,0.529
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.__",0,0,NA,0,0,1,0.133
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_I.g__Clade_Ia",0,0,NA,0,0,1,0.126
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Algitalea",0,0,NA,0,0,1,0.238
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Edaphobaculum",0,0,NA,0,0,1,0.372
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured.g__",0,0,NA,0,0,1,0.571
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.__",0,0,NA,0,0,1,0.854
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__uncultured",0,0,NA,0,0,1,0.369
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Jannaschia",0,0,NA,0,0,1,0.972
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__",0,0,NA,0,0,1,0.636
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Aliihoeflea",0,0,NA,0,0,1,0.671
"d__Bacteria.k__.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.__",0,0,NA,0,0,1,0.991
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__uncultured.g__",0,0,NA,0,0,1,0.139
"d__Bacteria.k__.p__Bacteroidota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.__",0,0,NA,0,0,1,0.803
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.__.__",0,0,NA,0,0,1,0.985
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Arenicellales.f__Arenicellaceae.g__Candidatus_Thiosymbion",0,0,NA,0,0,1,0.544
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Candidatus_Xenohaliotis",0,0,NA,0,0,1,0.829
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__AEGEAN.169_marine_group.g__",0,0,NA,0,0,1,0.24
"d__Bacteria.k__.p__Gemmatimonadota.c__BD2.11_terrestrial_group.o__.f__.g__",0,0,NA,0,0,1,0.607
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Nannocystales.f__Nannocystaceae.g__uncultured",0,0,NA,0,0,1,0.265
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hellea",0,0,NA,0,0,1,0.861
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__S25.593.g__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__Sva0996_marine_group",0,0,NA,0,0,1,0.707
"d__Bacteria.k__.p__Marinimicrobia_.SAR406_clade..c__.o__.f__.g__",0,0,NA,0,0,1,0.139
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter",0,0,NA,0,0,1,0.989
"d__Bacteria.k__.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.g__Blastocatella",0,0,NA,0,0,1,0.864
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.o__Bradymonadales.f__.g__",0,0,NA,0,0,1,0.594
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella",0,0,NA,0,0,1,0.992
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Zeaxanthinibacter",0,0,NA,0,0,1,0.532
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Terasakiellaceae.g__uncultured",0,0,NA,0,0,1,0.768
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Paraspirulinaceae.g__uncultured",0,0,NA,0,0,1,0.256
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Seonamhaeicola",0,0,NA,0,0,1,0.544
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__pItb.vmat.80.f__.g__",0,0,NA,0,0,1,0.776
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__uncultured.g__",0,0,NA,0,0,1,0.148
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.__.__",0,0,NA,0,0,1,0.62
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Micavibrionales.f__uncultured.g__",0,0,NA,0,0,1,0.61
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Formosa",0,0,NA,0,0,1,0.447
"d__Bacteria.k__.p__Chloroflexi.c__Dehalococcoidia.o__MSBL5.f__.g__",0,0,NA,0,0,1,0.148
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae.g__Iamia",0,0,NA,0,0,1,0.344
"d__Bacteria.k__.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__Bdellovibrio",0,0,NA,0,0,1,0.757
"d__Bacteria.k__.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__.g__",0,0,NA,0,0,1,0.802
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_BD2.2.g__",0,0,NA,0,0,1,0.146
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__DBS1",0,0,NA,0,0,1,0.92
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Marinobacteraceae.g__Marinobacter",0,0,NA,0,0,1,0.486
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Acholeplasma",0,0,NA,0,0,1,0.656
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Entomoplasmatales.f__Spiroplasmataceae.g__Spiroplasma",0,0,NA,0,0,1,0.45
