"","average","sd","ratio","ava","avb","cumsum","p"
"d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Gemmatales.f__Gemmataceae.__",0.000583368689011455,0.000902308346651889,0.646529195009785,5.5,0.2,0.967315748642358,0.007
"d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Gemmatales.f__Gemmataceae.g__Gemmata",0.000556851930420025,0.000989551848186859,0.562731433871138,5.25,0,0.968130333591932,0.178
"d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Gemmatales.f__Gemmataceae.g__uncultured",0.000493211709800594,0.00074626757057932,0.660904653029099,4.25,0.8,0.968851823118697,0.042
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.__",0.000477301654645736,0.000774476685261781,0.616289248893791,4.5,0.2,0.969550038789759,0.025
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria",0.000450784896054306,0.000376775741833429,1.19642759871095,4.25,1.2,0.970209464701319,0.616
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Parachlamydiaceae.g__Candidatus_Protochlamydia",0.000450784896054306,0.000801065781865552,0.562731433871138,4.25,0,0.970868890612878,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Micavibrionales.f__Micavibrionaceae.g__uncultured",0.00044548154433602,0.000394772205673181,1.12845215021247,1,4.4,0.971520558572537,0.008
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__uncultured",0.000440178192617734,0.000353086610240965,1.24665784498974,3.75,4.2,0.972164468580295,0.143
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter",0.000424268137462877,0.000230847343055795,1.83787316694536,5,2,0.972785104732351,0.176
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__DEV007.g__",0.000424268137462877,0.000344126900998648,1.2328828005938,1,4.4,0.973405740884406,0.561
