OTU ID	Mytilisepta.virgata	Cellana.toreuma	Siphonaria.laciniosa	Saccostrea.cucullata	Lunella.granulata	Echinolittorina.malaccana	Reishia.clavigera	Barbatia.virescens	Monodonta.labio
749e5332a99121e6fc9301254403af7d	4	0	0	0	0	0	0	0	0
18960eeda7de39a71b69d81e7c619c96	19	0	0	0	0	0	0	0	0
276966e9e8c1acced2cf8e651de29c7d	2	0	0	0	0	0	0	2	0
fdd833bb49e38cbea0c4b0148f0a3599	0	0	0	0	2	0	0	0	0
8bc60b9948f95e88aa6c5bce4f2871a6	0	10	253	0	0	0	0	0	0
e258df660afd6f61b1c4d1a1000d419d	63	0	0	0	0	0	0	0	0
832841beeb8a0f10edb730e362a7cf44	2	0	0	0	0	0	0	1	0
fd3b583e77a3535acb5bb4e00c7d906b	2	0	0	0	0	0	0	0	0
f5edfb286627a36158700942db2f7daf	6	0	0	0	0	0	0	4	0
30ace4004e3e1e2e8e61145584f631f8	3	1	2	0	0	0	0	2	3
c30e2c6b2f9eb7cdabb419de9676e1e4	7	0	0	0	0	0	0	0	0
60273db2fd6a27288ea60f9936cae8e4	3	0	0	0	0	0	0	0	0
d4e1b76f1c1d4145d60518c1ed9e6cac	0	0	0	16	0	0	0	0	0
a9ebd8caf3d190d62ce6fb12c5d99446	0	0	30	0	0	0	0	0	0
5a600161520111afc646eaae0f2becfc	0	0	1	0	0	0	0	0	0
ec79df65d5d15161d09ee007b03f0742	0	5	156	0	1	0	0	0	0
2f0dfe29fa9f99642a99a6f0ce384e1d	26	18765	49	0	0	0	0	0	0
9c8c4c19ce6d0719276ac6efd6031016	3	0	0	4	2	0	0	0	9
3aa19b8d900af32de3591b3059f79b82	0	0	25	0	0	0	0	0	0
71533f014f8726c8b1d9fc0cdfd0c802	0	0	0	9	0	0	0	0	0
cc4ee109a25574b684119f0552a1d4f2	0	0	0	0	58	0	0	0	0
211537be5070aca0667e858cbd7b207e	0	0	0	0	0	22	0	0	0
5655acf4571488320170567d2b607a76	721	0	0	0	0	0	0	0	0
facaf204dfcf6aedb0dc5cb11e7c00f1	3	0	0	0	0	0	0	0	0
412169f31402fdfebd6f85512db31166	0	0	0	0	0	0	0	0	2
d2efd7db54232549ea36139ac7ea9a00	15	2	1	0	0	3	0	0	0
654367c643d5652c42010b50cb5a8736	0	0	0	0	0	0	0	0	6
fa5b55d3fd7ffe234811dcf052519044	0	0	0	0	0	15	0	0	0
8fec82a4110fbc11f5fefc78b7e02977	6	0	0	0	0	0	0	0	0
6cac6e2107d21d02883d91dcba77a0ab	19	0	0	0	0	0	0	0	0
c07d06e59246c9c53206711226a2692a	15	0	0	0	1	0	0	0	0
0d4c05fc75c80d07a2df8c9b7d5ae448	0	0	99	0	0	0	0	0	0
0eec5fdf591ce2dbfa6ef767dd348896	0	0	0	11	0	0	0	0	0
60ede723ff3703fb9be32f60cf789651	0	0	14	0	0	0	0	0	0
1d3d2965b3616f647d23259208a16a5c	4	0	0	0	2	0	0	0	0
9ad1b9cd6c34fcfaa6dc6cc1b0a8bf20	8	0	0	0	0	0	0	4	0
644b9a308f5fdd4922ca970e95f6f668	0	0	0	0	0	11	0	0	0
3dc76f353aae3a2880b8e744bf0ad6a4	0	2	1	0	0	0	0	0	0
e2a75367c82309d8485483e1716747ab	0	0	0	0	0	0	0	0	18
beff8433422bc5a7a2d7b9d3486bb3d2	0	0	0	12	0	0	0	0	0
99bfe42f41c614febeda223300c8a522	0	2	73	0	0	0	0	0	4
9ec0b6e705cd2f7d0e55cb138725b0b8	7	0	0	0	0	0	0	0	0
3ba18b9dda62881bd0fd1d8c90c52533	0	0	0	0	0	102	1	0	0
e0d02c3658e1770090e2604980bde7e8	5	0	0	0	0	0	0	18	0
26566e0ca85357a85fa643449f5f3082	14	0	11	0	2	0	0	0	0
a35af6cfbfc4c91e05f7f3b1a6d3a120	0	7	5	0	0	0	0	0	9
58d03a58bb732a21621d4cbd7d931b4d	0	0	0	0	0	0	0	0	10
f97da6c992b0232e51ec8a97b145a308	0	0	11	0	0	0	0	0	0
dcd26988272a58f8130d3f96db4044df	0	5	55	0	0	0	0	0	0
898f8675436b480803ffd5425a1e05e4	4	0	0	0	0	0	0	0	0
5b1758b6d964ccc80539b75596c7e6f9	0	0	2	0	2934	0	1	0	1
d220f2fcfe916960ba4deadf83c77924	103	0	0	0	0	0	0	3	0
93d09ba90b004ecf6b9f52f0a5434d56	0	0	6	0	0	0	0	0	0
e7e3e94851b048916d312c12dc6ebbe5	8	0	0	0	0	0	0	0	0
0a6060f4f66ee6b78f611a789446e8d8	0	0	0	0	64	0	0	0	0
335cf98e3603844613d27aef8de5ce3d	0	0	0	0	0	0	0	43	0
d2b88163e3411489dec0b848a9abc1f9	40	0	0	0	1	0	0	5	0
4b5c60223f2fc173a8c129f69cdd86aa	36	0	0	0	0	0	0	0	0
abf6849466668f9ff7d5a8540ba455df	3	0	2	0	0	0	0	0	0
8c05d32e45299c026d2145f4cce4a7ed	0	0	2	0	0	0	0	1	0
eb990babd32291770d7bf1035796273d	0	18	0	0	0	0	0	0	6
ef63ebed33a81ef8caa6cef5c0bed972	0	0	17	0	0	0	2	0	0
2849ec6592b5fc3bf9c20a9f83fb9497	2	0	6	0	0	0	0	0	0
cc40574d402a717bbd988a2dc8ffd3e5	0	0	18	11	0	0	4	0	0
00f5957f49d4fc895f2c768d65dfa302	0	53	0	0	0	0	0	0	0
39cbd91a1dcbd714962a119c3ad640c3	0	0	0	0	0	0	0	0	26
8c61caa226aaed8c251b3e0a68d02ec4	5	0	0	0	0	0	0	0	0
9afcd6270b660ba472c40590a10074e9	1	0	7	0	0	0	0	0	0
fc21c08271672c9bc136dee79be4c003	17	0	0	0	0	0	0	6	0
cb04a5594b013ce6e95b57d2db8cf736	0	4	0	0	0	0	0	0	0
c636f3ca4f744cfa45709a97b872ff4c	0	0	0	0	0	0	0	0	210
9c43b75d392a8c49f5c41637c15fd02e	4	0	0	0	0	0	0	0	0
dc9fd048cf17cf6c96d0277bef613160	0	2	0	0	0	0	0	0	2
ab2dc6a2254880f3aee80933a73d8dc3	0	0	0	0	0	34	0	0	0
7e01e6af8dce6e41c9de5e4221d597bf	4	0	0	4	0	0	0	0	3
f0c3e575a84228f35825a14a4094acfa	0	0	0	12	0	0	0	0	0
75e3083a2b7571eadda034ec53c4e12b	0	0	0	1	0	0	0	0	0
2d1ec69a0c098b77c717f58c1cc1405c	1	0	0	0	0	0	0	0	0
497de5b095b14c8b4a6d3de6ba9a44af	0	0	0	0	0	42	0	0	0
fb9700cc5587288f5be3d3abb05f097a	1	0	0	0	0	0	0	0	0
1faa83185fe72ec5616f0f7a2c4dc498	8	2	15	18	3	0	0	4	0
451f42f4ede148fb43366064d3ad819c	38	0	0	0	0	0	0	0	0
577c3d3178ebbc165bd6b11c7936bcd9	0	8	0	0	0	0	0	0	2
4a3b3bed398208a26353afadf4a542e3	0	0	9	0	0	2	0	0	0
93c099d5cde7864a9eca2d59ac0b587e	3	0	5	0	0	0	0	0	0
f24615430728dc0c30369697b9c39c65	0	0	27	0	0	0	0	0	0
bf80a6ead902a87863c9d6351f431230	0	6	0	0	0	0	0	0	22
c22c3e94d3f0bac2ea70693143178be8	2	0	2	0	0	0	0	0	0
6bcc1ceae8185a87466e3927dc425c36	15	0	0	0	0	0	0	2	0
36ef289d44203af00f9a9d5a3db3a687	4	42	192	0	0	0	0	0	77
4b223904b76c58a06eab2bdd7245e96f	0	26	165	0	0	15	0	0	0
dde1f2f3681231c55f701da5f685be4b	8	0	0	0	61	0	2	0	110
2c7edbddb427c5832652dbd152134a13	10	0	0	0	0	0	0	0	0
3f401a2a5f126786131f9de31bbde140	11	0	18	0	0	0	0	0	0
5557b7d7a659331dcd0c7920bda471aa	0	0	0	0	0	4	0	0	0
121bbad36b457b847cd9e307e462032f	5	0	0	0	0	0	0	0	0
5aaf69199551117e0127a97071772c7c	0	0	0	0	5	0	0	0	0
55aa5f3bab9e2c4f3ef150cae588a705	0	0	0	0	0	6	0	0	0
7468bf9b0db10575fbebc16157c4deca	347	2	0	0	0	0	0	2	0
459afc1e7e8b181bce9d1a0adb51a3da	0	0	0	0	0	15	0	0	0
8e0f04a0d159dd983d5c2bb16c5ba875	19	0	0	0	0	0	0	2	0
f48124716b0bd6447ce13cbf9e3f43b3	0	0	0	0	0	0	0	3	0
98743b7d370d2d8115875fb91bdc469b	0	0	0	0	0	0	0	0	2
5b0ad97bf79c1d3bb9746b578793e41d	2	0	0	0	0	0	0	0	4
e762b116afab62acbcb7f9b06106b8c6	4	0	0	0	2	0	0	0	2
976d90bf61b048f6103563db5584adc3	4	0	13	0	0	0	0	0	1
d4555727fcdd1fa1cbd121fdbc754799	29	0	0	0	0	0	0	0	0
2b3c336db42de5c63bfcfb63280d5252	2	0	0	0	0	0	0	0	0
5880bd8478f963f2139899787a76c433	0	0	0	0	0	0	0	45	0
7c372fb0f7cd58325c0842032c36818f	2	82	0	0	0	0	0	0	0
e73ca8cc2a505cb9427b60b8b790d739	5	0	0	2	0	0	0	0	0
989c496945e6afb29156b5b46d566769	10	0	0	0	0	0	0	0	0
