OTU ID	Cellana.toreuma	Saccostrea.mordax	Echinolittorina.malaccana	Mytilisepta.virgata	Tenguella.musiva	Echinolittorina.radiata	Isognomon.nucleus
89ed860c9ba3bf8c93471f215d92b0fb	0	0	18	0	0	0	0
f8a6d3f15048f20fcaf19e87791b2eff	0	0	0	0	0	0	3
778458a0a54cd11ac403e9973ab3717f	0	9	1	0	0	0	0
55161ce1ec5bef72356daa6fca60dae5	0	0	6	0	0	4	0
046ff2351f695bd8b552c978e965d103	0	0	0	0	0	0	62
e8a3ea368c990cfc90850decead57d2f	2	6	0	0	0	0	30
c90ab1917b9539545146ebc5564a8f01	0	0	0	0	0	48	16
b7c036f23016056acc23a28b0ae1da55	0	0	0	0	0	151	0
114aa1a882d563f40fc193b23c3393fd	0	0	8	0	0	0	0
08c8a4c125d07d447cd72eb2f8480098	0	2	0	31	0	0	1
87c0c117def57d9e5a280b3cdad1c780	5	0	0	0	0	0	0
bbb4a1fb7268267a7dbe9b6229ea0614	35	0	0	0	0	0	0
f8dc1f8bbd4c9cca9dcc0092de138279	0	0	0	0	0	91	8
bb4d777505944407281b947951a932a5	0	0	0	2	0	0	0
0fd3c7a0d91b357e3dc95d03582b21ce	24	0	0	0	0	0	0
db2809782f992f1c0c08a0c6ec267fcf	0	0	0	0	0	7	0
c509aa7a540ed8c133f958cf67b6a47b	28	0	0	0	0	0	0
5daaf4d6d127e77c3a3453329f81b460	0	0	0	0	0	0	29
2116d77e65200e174e8bba73e1428836	0	0	0	0	4	10	16
c02cf06b688055444a10b694a18c5cdd	0	0	0	0	0	0	201
224f2de11dfa48a822a48d1dd5673c77	108	0	0	0	0	0	0
68035b8533b295722f02d1a09dd300fb	25	0	0	0	0	0	0
57db04177ac96c4337bcc37db63f14ff	0	4	0	0	0	35	0
ab7d07fad7db35be9a2bad77ce51f704	1	0	0	0	0	0	0
1b344e43b1a089881060a8593e21281d	5	0	0	6	0	0	0
5a5d1529a6fb3e95782527951a07e732	0	0	218	1	0	0	0
215cc77384ee65e08d8eeda4ace61505	2057	0	0	0	0	0	0
7a9492404bcb6f8731c15ac602329b04	0	0	0	0	0	0	38
98b6069bc3b1b444e1ffc405ced59ac7	1	0	0	0	0	7	0
0001ad95a7404c3eda080a59bd330616	1686	0	0	0	0	0	0
c82c529c58ccc777d9c283436bd77854	0	21	0	0	0	10	0
96d98d596fbe71728295bf2367bc9317	0	0	0	0	0	26	0
ae21806fbc653cc2e3737ddde3b9e26b	4	0	0	0	0	0	0
609d4ddd2bd5ed0435009915912e595a	6	0	0	0	0	0	0
ad8ee75cb47be58ef1ed845bb307dfb4	16	0	0	0	0	0	8
7fe768dc7c518a01fc1e5e9bc485a2ba	22	0	0	0	0	0	0
d25c3a1090e2943274d760ff78c6ee0a	7	0	0	0	0	0	0
3075e835a8a55982ed398dba94d3e151	0	0	3	0	0	0	43
a7579db0cba7bc5af3c814677e8921dc	4	1	0	0	0	0	0
c1de0182c7bde855f559674600ec67b0	0	0	25	0	0	0	0
2693ff9610331008d244481f8eea3590	7	0	0	0	0	6	0
5f073dd1c23e1a811e20b4553da88de6	5	0	0	4	0	0	0
8be4a071034993f51664e58fe03f4fdf	0	0	0	0	0	0	7
7c45669f15f67b03c4dbef4224ce65ab	3	0	0	0	0	0	0
977403e93af3f1633bc3d4822d076bd9	0	0	0	3	0	0	0
fe69a93254f737006e7aa598567ea8db	0	0	0	0	0	0	3
0a43a6d0da7eed0b709d96c03bb67189	0	0	0	3	0	0	0
6929900b3007e5e9633f8ef601aed11d	5	0	0	0	0	0	0
8c648783aaa68e1f62f22037656783f2	0	0	0	0	0	0	12
f103f2c8362b185611239b918a8751b2	0	103	0	0	0	0	17
6b7f858bf3c1ece4a3f5c22c1e0782e2	0	0	0	0	0	0	53
77cf20bc7465209cb330f353621bd575	0	49	0	0	0	0	3
d0caeec631d29da6158595460ac6dccf	11	0	0	0	0	0	0
05aec099e5869d417b5f27f29dc64c58	0	0	0	189	0	0	0
ca28d08d6e67d823279593c22486767d	8	0	2	9	0	17	5
6f71c52f63d4f0f82a2e0030a8dd3ae4	0	3	0	0	0	0	0
9fb01b3700eae2b25adf3305f8ed1ad8	0	1	0	0	0	0	0
79186c39ade8bf70446b4c6a72ebf4d1	6	0	0	0	0	1	0
83cf03b980438e9bf69f3113fbaba3c3	0	0	48	0	0	0	0
7ea09b344b79252989e11eb9b7d0f8cf	15	0	0	0	0	0	0
a853d1dc99ff2704db4454c0c1f4aedb	0	0	0	0	0	0	20
be88b76b2e62fe2b86b05b0d5b04486f	2	0	0	0	0	0	0
3370492a41693fb50df3eb64a308bdbf	0	0	0	0	0	5	0
d6e68a5b35707780c2898b4a2fbeed1c	0	0	0	0	0	3	0
b68fd23860f7d0d8979c5e6b4454ba64	0	0	0	0	0	37	0
72f9feb88a18a8ccc66cbe15ad63c952	0	0	0	0	0	1246	0
144f9f78e454833618df600433ffe920	0	0	0	0	0	18	5
b618f3ff0ff5f2d6d7c8b8218bdd204c	2	0	0	4	0	0	0
eb59186936c7c56f848a2509d4fde0a6	0	3	0	0	7	2	0
9b048111634234e4699d56ddf14e3580	0	0	8	0	0	21	0
0d8c54d076d4ab52510d925758655bb9	0	0	6	0	0	0	5
99c2c38a5ca2e3eaea312bbe3c7ac8c8	0	2	0	0	0	0	0
95f646340ec500647b1ad0dcefaf1cb7	4	0	0	0	0	0	0
e1eebe6ad9bbba684583f701908a6a6d	0	9	0	0	7	0	0
f2078657556d766f8544eb3c5edf1e66	4	0	0	0	0	0	0
38386ad7b4f96b6f8ed94fcb45b6bd74	0	0	0	0	0	0	5
b6b1e1c237f2c1fc64dc4c256691adeb	3	0	0	1	0	0	0
77b3b88dcae9ef70c6bd94130135b50d	0	0	32	0	0	15	0
c910582fb6145204b7e6c31743e13af6	0	10	0	0	0	20	0
ed7cfe404cc71892e9844c92ecf5aa40	0	0	0	1	0	5	0
db7ad09801fff6bb7ac146bac32c83a0	13	30	9	225	0	2	107
891e4d6985d5e02d4a1d652eea5f52ba	0	0	0	0	0	5824	0
0db1c2851fc9aac681a5ad3fb419068d	0	0	0	0	4	0	0
b4c13d6c2a0051513f3b7cad41e694b0	0	0	0	0	0	0	4
d0d0bf36243f1062e79cc4abd9cffd6f	2009	0	0	0	0	0	0
5449aebb78d0c77d57b2083e7b0065b0	0	15	0	0	0	0	0
a21f80fb9f101a5a66bfc0d699b59fbd	3	0	0	4	0	0	0
2e33f7b465bafd2b864e42397bdddfa0	0	0	7	0	0	0	0
66e3d2ec1260e1f35283ecc53af67eb4	27	0	2	0	0	0	0
17aecfe0de663b84b656b32c987b9727	0	0	0	0	0	98	0
3920d8c0cf72185f3a5e974d490877a7	0	15	0	0	0	5	0
b660391548ba2ebe34e57a1a0c364563	12	0	0	0	2	0	0
c104453bc3bd3794472c13f612e5a04a	0	0	0	0	0	16	0
06ec54d9017189bb3c846fd9bf45212c	0	0	2	810	0	0	0
2cac42bcd0808be3d45283df0f506e1f	0	0	0	0	0	39	0
3696c08dfb21f3e3dab45a7b6a6987ca	0	0	6	0	0	0	0
e676631a75f8aa1542fd8e679b62b1b6	0	0	0	0	0	0	58
fc141db6a9dafd5d2fa70ef33f51ce07	0	0	0	3	0	0	0
1003a72e2037a34f586d48b37f07a4e0	0	0	0	0	0	0	4
7924ddca2ac62d27056e170a72d36ade	0	0	0	0	0	16	0
154c5b6e30217e218d217c2c3e595e29	0	0	0	0	0	0	5
7092286459e626a3ebc1a5bb8b959261	0	1	0	0	0	0	0
a6cc700be74b26d974643f9a7007ce38	0	1	0	0	0	0	0
7ee6d82ba940a3bf55ca612691799e87	14	0	0	0	0	57	0
d46908d25567f68824be2ddb5840efec	41	0	0	0	0	177	0
dc43b0d61bd1adcdb411144814216769	5	0	0	1	0	0	0
2d16ed4150d2e6125e74a95b0fed7076	0	0	118	0	0	0	0
f050aa6a640df3dce943e6fc8066c408	2	0	0	0	0	76	0
3991ae3f8c4b34724b231f02db2d2473	0	0	0	0	0	3	0
51b963426fcb2ac398ffd56b7f7ee80d	0	0	10	0	0	30	0
40f1f828da22b0438ae1f7bdb4632853	6	0	0	0	0	0	0
ec2e6143382fac00fd06cc5fac7418c1	0	0	0	0	0	43	0
23c23fa44f51fb4b0381ece8f0190eb9	9	0	0	0	0	0	0
12e13be09a91a0896c17dd8d36044700	3	0	0	0	0	0	0
56d927397bf4825d7dde0cb65a96e6c4	3	0	0	0	0	12	0
3672fccbb9fb8f025101484ca48c4f01	1	0	0	0	0	8	18
85bd62bbe9eab323b9fd6ce9cfddac7e	20	0	0	0	0	0	0
6021368a3050f4c8a3b655d9615db13d	19	0	0	0	0	0	0
47e9502156d0c2591f77d131ecc382eb	0	0	0	0	0	0	5
94cb44a3637de56c383f4a3a4f3af8db	0	0	15	0	0	0	0
72c69f82b7e84c73ec2853ecfc343923	0	0	0	0	0	0	28
73506eacfaa69dd58a030ec7642cc71e	0	0	0	0	0	9	0
ce9fdf3a76d79330903f305517e0cb57	0	0	0	0	0	10	21
137da5fc3311bbb63caf67f6b3a1bddc	0	0	4	0	0	7	0
e7c2b28428257b001f30838782b58b28	8	0	0	0	0	0	0
0b71e1c07de108f7ef726d27ec97d70e	0	0	0	0	0	64	0
a65fb3e5b28bccee7b29d8576e19f211	51	0	0	0	0	0	0
ae7f7f517a1a18d21c5403130cf21095	0	0	0	0	0	76	0
741ff76acc26643dd5e13b8beb5cfff2	0	0	0	1	0	0	0
c7d6a98b80bd624a91e23f250434c5ce	1	2	0	0	0	0	0
364c6df47394179ba3fa7c895b732d55	0	2	0	0	0	7	0
d960bb6605db19e948e3cacca6bc992e	0	0	7	0	0	0	0
da06176a65cf12d8c9bf7a9caff6364e	5	0	0	0	0	3	0
99c6a8e3f3dd6e7fd7f2e12ab564ff63	2	0	0	0	0	25	5
c7651337eebef959a2ba2698c1ae5f86	0	0	0	0	0	36	0
4a61293ff763c45b0931f1de93ee9ffd	0	8	0	0	0	183	0
9fca3462b2b865217243e13e10da1114	0	0	9	0	0	1188	0
f929a379db103ccd6a7497f5d7fb266b	0	0	22	0	0	0	0
9f21254f15ad4d01fb7fba974047ea7b	0	0	0	0	0	44	3
6b69fe46f3a843c49942f47cdfad8323	0	0	0	0	0	0	51
e5fbb9893ba5a6b68b9ab7ae458729eb	0	3	0	5	0	0	0
5716ea802a950d51abedc5400264007c	0	0	0	0	0	0	27
cd68d70771f2980db0b898a7a588d33d	37	0	0	0	10	17	0
17f4c7ff36b38c2d64b6c2b1ade3dbed	0	0	0	0	0	0	8
143027873f4a92051319c6259d444ee0	0	0	0	0	0	2557	0
7ec5cff4ab9a52ee19df0727093fff59	6	0	0	1	0	18	0
0b31850f451389925f3a0f2e5b53f7c0	11	0	0	0	0	0	0
6b1b3bc4befac90e7d12f44478a9c847	0	0	0	0	0	0	103
b303725c43bbb468e86ecebf3b0669f6	0	0	0	0	7	0	0
69f84b3183dfd358b61f5ac37ffc0ade	0	0	0	0	0	122	0
20d12ca5ead00f4e73c4ba2a00056397	7	0	0	0	0	0	0
78b2d43d704ddfc4a08c06e5793ef119	0	15	35	0	13	77	6
b3792c49e02d4c7e9d766f4f89dad93f	6	0	0	0	0	0	0
7483518ef14af08021318c6fabb327e1	18	3	0	3	0	0	0
dcb4d5b3d44d581b2b96b6dd841e8824	16	0	43	0	0	43	0
3b03c1be4cb2a9152ffe942e8350ecc7	0	0	0	0	0	0	13
c0ac11c82929b355933abb9caa0b1487	1	2	4	0	5	3	0
91a0ff4129d2d85ffe9f45dccb0cb9e2	4	0	0	1	0	0	0
876a8b565d10cab6e89843da3f55c929	0	0	0	0	0	0	100
d52643cff4fb0af623e164393f3073f4	0	0	9	0	0	0	0
b3c60e4ab376d9f7e3060b00fe609776	0	15	0	0	0	0	5
4df0f56ebbd07346ef4517996b9bb98e	0	0	4	0	0	0	0
bbfc37ea2cac554e4d256d7124576b81	0	0	0	0	0	45	0
0503fc93cb6a897d8f99e21a990fac09	0	0	0	0	0	1	0
9de2e9bb1bd7715b94deb056e0252915	1	0	0	0	0	0	0
50d7fac08c40d369a883af1e85fc45b1	34	39	56	316	0	19	63
269c4428fd6fd1e2c8f30a6a8e92ac0c	3	0	0	0	0	0	0
cdddc04823240381f24396e5008dae85	0	0	0	0	0	0	8
f24240617df8dd2b88b3c345a83a834b	0	0	7	0	0	0	0
022e949ea6f019858f0334a717770d66	0	0	19	0	0	9	5
f0acd586f5c1edf83f3dd2574c15fbbb	0	0	0	0	0	2	1
5f64c224b47338cbf1367561381b2f39	0	8	27	0	40	19	28
3b85087889685c46e7a7554e793b3f0f	7	0	0	0	0	0	0
0d8bcbde304fbd10693b2c1e5592a391	0	6	0	0	0	0	0
7cdb04d84adb496ac5294af96297bdfb	0	0	0	0	0	0	5
f7ca6321d12f2aaba81a6ed910d13e28	0	0	0	2	0	0	0
c75ad3ece0db00667b1428b2d5c21435	5	0	0	0	0	3	0
990ac69f31e14f3ddf1a3d52ffc8273b	260	0	4	45	0	29	33
10e60800b6d34569111d63f3b4fc1820	0	0	48	0	0	504	0
bcf56871c9b286d72098eeaf90b44211	0	0	0	0	0	2	0
8a7c759d20daba8aded41d2f60bd59ad	4	0	1	0	0	0	0
2d7297b19192603d033684b23fbe3a49	1	0	0	2	0	0	1
60d27b63db852ce0115b2a263a3686d8	0	0	228	0	0	0	0
8b37cea6a803c4995eccd3d8e1dc683c	0	0	0	0	0	1	0
7769139ab1fdc5962b0cf92150658597	6	24	6	5	0	10	0
66645baeeb6c8441449508fac20a1674	0	2	0	0	4	0	0
a6fe06cddaa6d252976477ee7950f035	0	0	0	0	0	0	193
6ebba7611e9d312755c22792e4d87901	0	5	0	0	0	0	0
a4774b84912e768037aeaa18ea5a64de	0	0	31	0	0	0	3
f5de8d027561798ea9245e7c9353dab9	3	0	0	0	0	57	0
62431fe8c870771d07236c293d49812a	0	0	0	0	0	0	153
3f3482e9fd4c91e61aa50070315cd45b	0	0	16	0	0	20	0
0d10fd1e8546abb720600a081eff2d7d	0	0	5	0	0	33	0
0503e9b111e4ff893f4697a06d0f13b0	84	7	0	0	0	0	0
118d92b651fc84b95cdbb16e4c6e5306	0	0	48	0	0	61	0
b1849cbb5a8c6b47b329a5c1e9661fb9	5	0	0	0	0	0	0
96413ee1b3d40cc6b8caf505a910bded	0	2	0	0	0	0	5
1bc5bc458aa5619de42cd082a484e49e	0	0	0	15	0	0	0
dc0cfcf0c9860d7ad76be1f382b6cb2f	0	1	0	0	6	0	0
f10a3fc606a8b6da68a813e7729c178b	35	0	0	0	0	0	0
6826bcb9373c07cb0aa978d13dc5902e	0	0	0	0	5	0	0
4b536a02c6d19409448f8ca19298a798	15	0	0	0	0	0	0
917168fe091509bc0e2210e5b8a48c0a	0	0	0	0	0	0	18
117c80e7c7a76f011affe0a66fbaed9f	0	0	104	0	0	28	2
d15a720c0cf8656079ab4cd0247641ec	1	0	0	0	0	43	0
03bad3eb9facfcc1439bdc30e2a2db1b	0	0	0	0	0	1	0
f72ebfb056fe859b48f8c384a7014fa1	0	0	0	0	0	0	7
35bb84a8465650d8c702dc690578c6d2	1	0	0	0	0	15	0
a08528cb1d130d114d29653e0307639e	0	0	4	0	0	3	0
e6b49316683e9936d0516dbe85641243	1	0	0	0	0	0	0
3e46a275b60095b267b6733b627a3d01	38	0	0	0	0	70	0
bc4a973aa19257e5a152176d223f0aef	13	0	0	0	0	0	0
946ccc886929f39b9e33650ee58241eb	0	0	0	0	0	8	0
df650e828a002c2a1ca9846519413e72	0	0	0	0	0	94	0
290b5f58187ac5df40659c4775f2dbb7	0	0	0	3	0	0	0
85066361f62e8f28f053ba38827aad90	0	0	0	0	0	18	0
dfe627281840d3b2dc20c12e338aad42	4	13	0	8	0	0	0
b893f3bacf100f23f03f3afc4660ed6e	0	6	0	0	0	11	0
1bc5fccd0608a2777f9265a15dbd8b65	0	0	0	1	0	0	0
78507c5ab26737a4f28b0520c3e6108f	114	0	0	0	0	9	0
6c0d78650c9a25c14efe31a6d6d336fe	0	0	0	0	0	9011	0
98022aa7ece143247c804d5fc98ccda1	0	0	0	0	0	0	19
7d53ddf27d2e3ac4b1657eb3ea65e8de	15	2	0	2	0	0	0
bcd3c7035260654b62183049142b66a8	2	0	0	0	0	0	0
94ce2214f02a963c1e8299feac73718f	2	0	0	0	0	0	0
82ee813c4098d16d457ad9ba7ebf7ad1	0	0	0	0	0	13	0
bea0ef8056c56dc525cd401c52a1650c	7	0	0	0	0	0	0
155866f18f19783e29aa8c65cfcf6321	0	0	0	0	0	0	2
996dce3fcc1164ce4c4e532f9eff9b6a	3	5	0	19	12	0	0
11411ac04c4c50e6eb9f83e8e8771bc7	4	0	0	0	0	0	0
d56a0ffa3d5e2ddf7945a4dcc4aef7b1	1	0	0	0	0	7	0
abc5069122d4836c055e2c4d4a0be894	5	0	0	0	0	0	0
d22d282f086c29848c66043f7c73994e	0	0	0	378	0	0	0
bc99835fb8d58ed95db6f24f226b4736	0	0	4	0	0	6	0
0248733508154c366f51b87637120c20	11	0	0	0	0	0	0
4b075824043be4871d6dbb47dcfb6655	3	0	0	9	0	0	0
707d62277401e629e54485a979ba472d	20	0	0	0	0	12	0
cbdeac4d3db32c3787ed604f6e6bfc47	6	0	0	0	0	0	0
09ba58de470317172663dd2036b35f8e	0	0	0	0	0	311	0
2503be3f3c538403e48a190797ba630f	0	0	0	0	0	0	9
143a63a4421c9c00503a9f6dcbd64130	6	0	0	0	0	0	0
ee0717c8ebca7e3e747ed6be1b3aa3e8	7	0	0	2	0	1	0
dca6d76fb78feac2e763f8b30d4784aa	0	0	0	0	0	0	1
67855f53f4b9013a4b493cb0cc103e33	0	2	0	0	0	0	31
4b215f94ecd3521a3139f217984cfff3	0	0	0	0	0	30	0
cbb95376de049ddd92a62a0bef5cae4f	0	0	0	0	0	0	5
c9048ed983c9082865c20599b72196f3	0	2	0	0	0	33	0
3f8d5e9bed130f51dff0b76f9ae6a495	5	0	0	8	0	6	0
bbfea420f4fa4e3c386c990c9434bff7	0	0	3	0	0	0	0
eeb95a1e3949c54668ab26f313340f32	4	0	0	0	0	9	0
a6d5e30d30966c37fb0673d0d6fe0a15	0	0	0	0	0	20	0
29467a237bfc450c91eed0dc7102fb35	0	3	0	0	0	0	0
963a3246ca6cd51add8b50fb8e28d31c	19	0	0	0	0	0	0
993ab50eb38fc6992c89a6958e150987	0	2	10	0	0	0	0
6232eb36b46f273e584af372784fd13e	0	0	0	0	0	0	15
2b2737b1cb3298ccdbc5ceb852407ed5	0	0	26	0	0	0	0
430de8b88df0c70d34cd5a5ce0121b05	1	0	0	0	0	0	5
66c8b10f29de274414cd8c08b5c59de5	9	0	0	0	0	0	0
61837ad9137b9b7346e77a435280de40	0	0	1	1	0	0	0
b469b31cf627fb5d33611b14d0620d1b	9	0	0	0	0	43	0
549a43460401b6b14407fa8709626ed6	0	0	20	0	0	9	0
30c9240799ebc0b35b55fda630e1a0c8	18	0	0	1	0	0	0
b7c4a87726a6eddb032133c8007c42cb	13	0	0	0	0	586	17
2d804508b1f4ef54ca9ae06d91117adf	2	0	0	0	0	0	0
0f7fc730d769fcc51dc409656b525a3b	0	0	143	0	0	0	0
8622687d6917c9af93c707044eda55db	2	0	0	0	0	9	0
fe97fd2eb3ea1a2e88899db53ae23de0	0	0	0	0	3	0	7
1238342396858487be9c0749ce8373e6	0	0	0	0	0	0	195
3c5096eaf4b34200368d427e80d835ec	0	0	0	0	0	0	5
376f7c49fee69d548894c1bafed9738a	19	0	50	0	0	38	6
c8b4c13e72ece4b4691d72a5e1cf5074	0	0	0	0	2552	0	0
0cab417458644ef8f683a4be6c5152dd	0	6	0	0	0	5	0
61928be0af4ae0c255ea648f7e733a9b	0	0	0	0	14	0	0
e9f24eb827ce22d32a77e43add8839ee	0	0	0	0	0	0	37
8f41cd6eb3beadf7e66b9e623674d8be	0	0	0	0	0	0	3
d78289151e0db634ed698bdf40d96be8	0	0	0	0	70	0	0
81684417fd0619af3236c802f0c8239f	0	16	0	0	0	0	0
7990c5d014257b8d9fa8e5a013fdc466	0	0	0	0	0	68	0
fd1743ce8f1c82409300116dcdd63868	0	6	0	0	0	0	2
c8cefd24fb7e7310fc1f63ce3df553f5	0	0	209	0	0	26	3
a829bb8ccb42c918f9f883c6149ec854	26	0	0	0	0	0	0
f719ac680efcbeac8fd2c719ef27f447	0	0	0	0	0	4	210
eac056f362370677e5c7b74984813b5a	0	0	0	0	0	90	0
1482e2a021eea7b222d5fa2a11f13d6b	0	0	0	6	0	0	4
b5b9d973e589cb56099bdc987bf6286f	0	0	0	0	0	0	15
ef3186c2a6ec476abd5e0fcbee24c615	0	0	1	0	0	3	0
ddd6ab83c9d15a0bda5e25da41b76abc	4	0	0	0	17	0	0
353e3fd3345e7229c193d5360afa618d	0	0	0	0	0	0	1317
480004806d3fc15e6da53f065fa99080	13	0	0	0	0	0	0
28335b8bf70f9341dc32f7f7c08961cc	0	0	0	8	0	0	0
bd5c6a1acd381ec63d7afa2852cd4e9f	242	12	0	1	0	457	7
49dadf1dcc327bfcd0a6530a59a009d1	14	0	0	0	0	0	0
d9806b0a9771367ec4cb2744fe9c8e2f	0	0	9	0	2	2	0
f124c6c43c0de6983090867e18439751	23	0	0	0	0	110	0
6f53900677a2926ba7ea29da65d2afe9	0	0	0	0	0	0	232
915b0925a0c080d00a5163b2aac355cb	0	0	75	0	0	0	10
5a4131a705ad803d2b76bab0eed03c7e	0	57	0	0	0	0	0
d1098495da07d35471f3a7bccc98ba79	22	0	0	0	0	5	1
5df3e5fdd6fbce1ba3c0aef1f282193c	1	0	0	0	0	0	0
92c0be08c4c29b07d50ee99c89d75613	0	0	0	1	0	0	714
fe36dc452c9203d150ca7dfee39e4e95	0	0	0	0	0	16	0
55925066b43895c6d45f3fb97c1897b6	0	0	0	1	0	0	0
9f483901c659baf70d9ad445cbdc229b	0	0	0	0	0	0	10
9c3bbf9159900819c5f2035bb0712474	0	0	374	0	0	0	0
0868cd8cac18faeb36e3213c796589de	0	0	0	0	0	56	0
fc7ed2a3fd3cf7766a3e43fd45fe5fbc	5	0	0	0	0	0	0
98d2e7c958791cc4b50a2cf2a30aed46	0	0	0	0	0	1	0
b8fb40b0176fe5432cd43eee84a53ccb	0	0	8	0	0	0	0
a16257d8d3582a557714fbbf41994145	3	0	0	0	0	0	0
6aad863f1a82675c549382cdf7677966	0	93	0	0	0	11	0
ceffa63cbab4af9860a32e628d418978	2	0	0	1	0	0	0
fb2006b7dc6caf415939dffc7ab1b73a	0	0	0	0	0	0	33
f21c949d3340110fd3d50a301e32c61a	13	0	0	0	0	0	4
055f8320b169ada15ec6f485196985b8	0	0	0	2	0	0	0
367579a64a7eb4cd9af6eb6609511980	0	0	0	0	0	0	4
f902cfff6e1884a2f9368c2f68efffd4	0	4	0	0	0	0	0
092f4acdbb0471b9bb019b90d0317470	0	5	0	0	0	80	0
5d65134160b48f3d9ee14b856aab5c8c	0	0	2	0	0	0	0
5b1296217cdd464ab5f302843f80cef8	6	0	0	9	0	0	0
ae61d0bc561f25c2bfa6a7215104591c	7	0	0	0	0	0	0
d26a3cbe346039723565fa304fc612cb	0	102	0	7	37	0	0
32170a39cef9298b67717fb6309d079b	0	0	21	0	0	0	0
c6a31b481c8aaab3a721510ccb461b98	27	0	0	0	0	0	0
16e1fa1f3acb14b7eb043489da03ba02	35	0	0	0	0	0	0
848a49ee4f768d3afcbca8031bf125e1	0	0	0	0	0	0	196
96729bf57e04243bd12f56630f1ef8ed	6	0	0	0	0	0	0
9a71aa277f7a88b140044f51f58153bf	0	0	0	0	0	0	17
cbde424b0b36ecc034a6763a69196e98	0	0	69	0	0	0	0
03f102d6c3f002752952018f1ef1de01	8	39	49	209	2	2	17
fab64f58cdaadc392dc4c786317c1886	0	0	5	0	0	0	14
198d86993db014641b820917dbf56803	0	0	0	0	0	47	0
f9992e437a172f07d2f83776da93862d	0	5	0	0	0	0	0
1dff78439cdbc97116bbe34d23cff865	0	5	0	0	0	0	9
19947a85e0b6d65f8ac41e3104c457a1	0	7	0	0	0	0	0
1ff17d8f87dafde718f6b0ca4b7b1a07	212	0	0	0	0	0	0
02eb7508443e8af9baaf59746f622b92	0	0	1	0	4	0	0
c786aea72b93a7c41a9f48fbe8b87c5c	28	0	0	0	0	0	0
3f0521ab332a7d720f7cca1c9bbef380	0	2	0	0	0	15	0
6d3f6d67de874ca89a599b277ffaa632	0	2	0	0	0	0	0
db8538d0002272f5ab1471c7a439eebc	0	0	0	0	0	2	0
e9ea7a9f2d37b18d091e29ca0597dca5	150	0	0	1	0	0	0
17206fd9140177a75511b13b8b6117e3	0	2	0	0	10	0	0
b6389cbc1d5f46d5e945e3bf641d6f4f	0	0	0	0	0	1	2
24ac2a8ee3a57f1a355ebe21ec4c5a48	0	1	0	7	0	0	2
e2f727d0f1ab1417cbc9e128cea8e4de	0	0	60	0	0	0	0
68cce81ea034cb7c53cd71a53561688d	0	18	12	0	0	14	3
8e4eeaf558e3bf196dccb97c4fb12570	0	0	0	0	0	0	7
b53f8a16ea931366eb3a9689292bda86	0	0	423	0	0	0	0
1a7c85871becfdfdf03e62af4646e403	0	0	0	2	0	0	0
700e19e02f63811f22fdf7e5f96d4e54	37	7	0	0	0	0	6
c00d549a248ec0bcf7ce5ca595781bed	0	0	35	0	0	0	0
987abc33978dfeed7ff7f8b964a5f4c9	0	0	0	0	0	4	3
bda836787bd19a0a6960c0034570565e	2	0	0	0	0	0	0
6a616cf1a963c1e4cc74e328bd1ae962	0	0	0	0	0	0	143
1c64b94f694b75f03a106e39d0a4c18b	0	0	69	0	0	0	0
3dd637be4d9b6a167fe865ca48c97805	0	0	4	0	0	0	0
8213497b1b008fdda01374764b5dd5e4	0	2587	1	0	63	0	0
45eced43e32a7eed23814d63517feeea	0	0	9	0	0	0	0
2b5d93ccbd2d4dbecdbe147b33d7068a	0	0	0	0	21	14	0
0a312e558a03ecc3b8ea2b032aa16485	12	0	0	4	0	0	4
20cbc93ee026d94c8e9d75f18cab4947	3	0	0	0	0	0	4
69457cc4f9c1ac00dedf8d1c22e87ea9	0	7	12	0	262	296	0
e61c1de9b94c32ca5d39b3cb8b368e66	0	0	22	0	0	0	0
5e7202208f4122855f95576ec7550083	0	0	5	0	0	0	10
b84e23fb82000b88c89894275e9e84b9	0	0	17	0	0	0	0
fb61ddd9e9203b2a4b33c63ed074ec8e	0	11	0	0	0	10	6
86e3399782629b7d03ba32edbf065cbe	0	0	0	0	0	0	6
6f310566f1b353e7d6aac355298024a8	0	0	0	0	0	48	0
0b422747a06d8247de45b972b50429f6	0	0	3	0	0	0	0
7f0e6df7ae13e6e6cd2f6b4f258fe06d	0	0	0	0	0	0	10
3bb6ef90d6cb34332a8118dacf0eb8f6	197	0	0	0	0	0	0
0a0b63645b9f45d9ae36cbb5bf80a1ab	0	0	7	0	0	0	8
5d207b832ff3fc89e495e1c53061da51	0	0	49	0	0	0	0
f285b9c521f59c3a6554fc8d44c17ec5	0	0	89	0	0	0	0
8ab34447e9ee751f6e527c7b7eca77cb	0	0	88	0	0	36	0
c24b90cb6dfb09c33d95327a467d5000	31	5	0	0	0	0	0
514b25bdf35df3a529dc416cbe4683c8	1022	13	9019	11	3	2713	0
f8ef89da29fd66a4b0391c883d432bf6	0	0	3	0	0	1	0
7bba541f4de2ad82a8c0ea31dc99adea	0	0	0	0	0	41	0
89bb8a7e05cc09192a9e454195b06de0	17	0	0	0	0	0	0
6062e120f341d1ba013c70f98d58ffbc	0	0	0	1	0	4	0
60c4c0d19a01792af7f0abb50080b4ca	0	0	0	0	0	0	189
358c5bb3a44735fe149f43117d6da81a	2	0	0	0	0	0	0
c096eae09fdfc790c6b666e5621c6291	0	0	27	0	0	0	0
