OTU ID	Cellana.toreuma	Saccostrea.mordax	Echinolittorina.malaccana	Mytilisepta.virgata	Tenguella.musiva	Echinolittorina.radiata	Isognomon.nucleus
3d716f8f53240b9ed705e1f14242a881	0	2	0	0	0	0	36
ea1287c28697bc8917b262b63b1b4c40	0	0	0	0	0	164	0
2a28d7a36c1c448c65e2a7b6758bcceb	23	0	0	0	0	0	0
0ed8948b21567f57e333604b14842063	0	0	3	0	0	0	0
55341fb243344f3fa2eeceaf2130f83d	24	2	10	9	0	25	13
d72651e43c80bea344e75538796c3057	0	0	0	0	0	0	9
1527d45d0794f0f0a120f577d20828f5	3	0	0	0	0	5	0
97f1fada21b85c6381079c808168e038	0	0	8	0	0	5	0
43ff5b36d53416532f9b147e4cee6a22	0	0	0	0	12	0	267
e71af592664fa9e08b942d76d8999552	0	0	0	35	0	0	0
c3ebbc38aa8688cc15b6904ab2119ef5	0	4	0	0	0	0	0
6b38a7ff65ea3cc6f46c6ee9f96e2511	23	0	0	0	0	0	0
f37c351ecddcdedd2a86517992e808f6	0	0	0	0	0	288	0
c5080e5d10f18820d1bc37b32403e4b0	22	0	0	1	0	4	0
ad82b685f5000835c66d604c96732f71	0	0	16	0	0	0	0
bbf60bb42e58daaeb8c44e0c77480389	0	0	3	0	0	10	4
376d15bbcae6e35406c0701a768bc9e0	54	0	0	0	0	25	0
51ad6deac03c49aa6b6a82dc416a2b35	0	0	0	0	0	4	0
d761479d20ce8eda624e431a606424ab	0	0	0	0	0	20	2
ba21a4b7f37ed90a91a2a0ea676e2bb4	0	0	0	0	0	0	90
fabfaa1e1903d0d69dc2ddadede012d6	0	0	0	0	0	0	5
923f7f8688aa473d0d340af16361a87b	0	0	100	0	0	0	0
60540742201ee1c22114d8610a153c6c	4	75	0	8	11	0	0
805898ba9ce78c19ebba08ccf59e7037	0	0	2	0	0	3	0
fbffc30f31e7ffea826fb9521b362916	0	0	4	0	0	0	0
02e17c2f857d13b41200f0db662d20eb	0	0	42	0	0	0	0
86403537265d71e6e17f5cac3b13bbcf	7	0	0	0	0	32	0
202e7f6d791f72f34dcddb2dccf1de81	0	0	0	18	0	0	1
d23413662aa170006aa64d2419f7e2a9	0	0	0	0	0	156	0
cadebe23ab2e5c43f372d4677bed114b	0	0	15	0	0	0	10
9697d83cda494db7ef91463663311fee	1	0	0	0	0	5	0
923c5853a239680819bad57a383ebffe	10	0	0	1	0	0	0
5dc516c5aadcbb0a1b9bd44a8934a572	2	12	5	0	10	3	1
392bef4e1304e2ef7bab10a4859bef64	0	0	12	0	0	1	0
268f5a5db187c7d4d933730282676691	0	6	0	0	0	0	0
740a093879f0f91f8cdaef47e70d4d6c	2	0	0	0	0	0	0
d53c56a4b77dda0f48ce2dceae75c158	7	0	0	0	0	2	5
02d7a25f17238a5b076a525901571306	6	0	0	0	0	8	0
69f774fc8f7d1f73c31939e080623b82	0	0	0	3	0	0	0
5c4c92ce4649b0144a2b0c11ebcef263	616	2	0	0	0	0	0
30e29b6b1ff11d8881d8cfea662205db	256	0	937	4	81	1014	0
5b630eb81354e80bc2ac3373920cf0b5	11	0	0	4	0	0	2
a8803a7ebf7addbc788b4a6b26394954	135	0	238	0	0	476	0
18a9be0b4c0ce954180cd972e51f6a94	223	0	0	0	0	54	0
21c2a8e88b52e885cc7ac02b92df6140	8	0	0	0	0	0	0
08113ae4ecfd100344340047145b527c	0	0	0	0	342	0	0
0933a1c6f692e60558451733b952643c	0	0	4	0	0	19	2
2a63e66d627d3271531498f589fd353e	11	0	0	0	0	0	0
e7dd8f5b2a651c2b35c22555be3e37fd	0	0	0	0	0	69	0
c8b4543358bc99ea62433b4d297519cf	0	0	0	0	0	0	18
f074e6ddef734458a255e685bf5eaaa4	0	0	0	0	0	45	0
099981671efec2a86b2baf6802fbf9bf	0	14	0	0	0	0	0
3816f2fe998450ebe79eeded0ff2df61	4	0	0	1	0	0	0
405150af9b8b7e7c466e3496dbd81d99	9	0	0	0	0	0	2
e65e6b42ad380a3bb708c3b34cd9eb23	83	3	0	0	0	463	0
3516a6bdd5c6261b8e381a5d107179c6	0	0	13	0	0	0	0
113324467b4d57b426881e6be88c694f	0	0	24	0	0	27	9
e4cfeca874614e02cd81f8f831366299	0	0	2	0	0	474	0
0cda7131fe30f373571bf1a00a2d48cb	8	0	0	0	0	126	0
0c76243145ca6e7d6e139575a8ceaf2e	0	9	85	1	0	0	11
8b5bbd110c324a004da542523bf90de2	8	0	0	0	0	0	0
07f9253a7de99601dbaa08b745750802	0	0	0	0	0	0	7
242d56e570c77c5242559802925f74f9	0	0	207	0	0	0	0
d11dd3b2d55e7e279ee1777277369ab7	0	0	0	0	0	0	9
8ae8b8f11a95b8d72214c2dc76c10c06	66	0	0	0	0	0	0
43a37ce2008eab41ab964e179c463bca	0	0	9	0	0	2	13
d89f6d0c6e3aebd485084e92c13028e4	0	0	0	0	0	57	0
e36c4fe9819613a239db5154264f624f	0	0	3	0	0	44	0
07c8a47eeba64d06c5408b4c5f79c155	2	0	0	0	0	0	0
b94a07a6b9eccb0c2932ba41fa58c8ea	4	0	0	0	0	0	0
08a1919679e1f2a447e3f6f148a592d0	0	0	0	12	0	4	36
b86e9a47c82c59401c3e924f0c4851b2	2	0	0	2	0	0	0
706a7651cc281b71e758a91b92ae102a	33	0	0	0	0	0	0
9d4c2eaf8dd5f167173777b90ddc01f6	0	0	0	0	0	0	7
f6a774563e5c5d2a9f1648f7fdf1e75c	0	0	56	0	0	0	0
7bb7e1efea7aa322dca84cdfe974bc95	0	0	3	0	0	0	0
a954177269a842dfab6f9a8ee780cb0d	2	0	0	0	0	3	0
46066b396997fa0abd71fcb1058758f0	0	0	0	0	0	20	0
82d251ecf44f09d71db804be78b713dd	0	6	0	6	0	0	8
37d6534dbbfc1ed3137074c9a229be36	0	0	0	0	0	21	0
d49c93a3607afd21d57fb35f9ab9165b	0	0	9	0	0	0	0
eac95d1b7f4e76b84d6a45c66eb9d8f0	0	0	0	2	0	0	3
172ed34c993f92a35c0106bbc42f1d07	6	0	0	0	0	0	0
076c80ea4cba551d115828e9cad72bf7	0	0	0	0	0	0	9
c02b5dc3325cc28ddf89b64f82e08e98	0	1	0	0	0	0	0
25f3c0f09eb6311ac87733d60ee73293	0	1	0	0	0	0	0
e2e9ce8aefd2ee5d32cfb5840a79662d	0	0	9	0	0	5	3
efae8f0228d1d3b84af92ca12f49d843	5	0	0	0	0	0	0
fa5d20c5e915ce66efad224d989f35f0	46	0	0	0	0	0	0
bb2c81a5a0ede40bfd8df8cfb3dad06d	0	0	0	0	0	11	1
8777f45cbdc8b46f275d3f191b0af603	0	0	0	0	0	4	0
06e801cb91603fcb93563055ff086bbb	0	7	0	0	0	43	0
749e5332a99121e6fc9301254403af7d	0	1	0	19	0	0	15
fd3f1c611e12316a4287d92171c69e72	0	0	139	0	0	0	0
8618aa5f79cc66f53a227e0a494632a0	0	0	6	0	0	18	0
fdd833bb49e38cbea0c4b0148f0a3599	0	3	0	7	0	0	0
832841beeb8a0f10edb730e362a7cf44	2	0	0	3	0	0	0
fd3b583e77a3535acb5bb4e00c7d906b	0	0	6	0	0	0	0
b522efd4cd2f3331ba404c815e640238	0	0	0	0	0	22	0
70bce070bdf0e367bb974f3ef7f52f08	0	0	0	0	0	29	0
e06fa445a458396f6d34c1a7516bf32e	0	0	6	0	0	0	0
2fed7c41d3b649a70ec64ddd84ac8de1	0	0	3	0	0	2	0
d4e1b76f1c1d4145d60518c1ed9e6cac	0	0	0	0	0	0	4
a9ebd8caf3d190d62ce6fb12c5d99446	29	0	0	0	0	10	0
5a600161520111afc646eaae0f2becfc	0	0	0	3	0	0	0
cc1f9997cd1ad78a8a18d0b3501a7e6a	0	0	0	16	0	0	0
2f0dfe29fa9f99642a99a6f0ce384e1d	76743	293	42	0	0	0	3
9c8c4c19ce6d0719276ac6efd6031016	15	0	0	0	0	0	0
71533f014f8726c8b1d9fc0cdfd0c802	0	0	0	0	0	3	5
d67f2a158273ff3ae46adb02084d52b4	0	0	7	0	0	0	0
211537be5070aca0667e858cbd7b207e	0	0	12	0	0	7	6
483b82b6a4b9d20477d209314a192e02	0	0	0	0	0	6	3
1f87fc89fd95c453daca16ed27de43bf	0	2	0	0	0	0	3
5436d9e141aa39dcca4d5f15d4b3a3c7	671	0	0	2	0	0	0
facaf204dfcf6aedb0dc5cb11e7c00f1	0	0	0	3	0	0	2
412169f31402fdfebd6f85512db31166	55	0	0	0	0	0	0
c93a54ff00055f9ea72e63c99bbce037	252	0	0	2	0	0	0
fa5b55d3fd7ffe234811dcf052519044	0	0	38	0	0	40	4
379daa1e52410bfc45de2c7d40c66859	4	0	0	4	0	0	0
057fe07e3906348d50c7a0c1016b509c	0	0	0	0	0	18	0
d69acbccaa2c2824cea37daa14b58d8c	0	1	0	0	0	0	12
c07d06e59246c9c53206711226a2692a	0	2	0	0	0	0	0
0eec5fdf591ce2dbfa6ef767dd348896	0	8	0	0	0	86	0
ae39c155a32b5cce4c34236d0d892b5c	0	0	5	0	0	0	2
60ede723ff3703fb9be32f60cf789651	0	0	2	0	0	0	0
644b9a308f5fdd4922ca970e95f6f668	0	0	7	0	0	0	0
16705fa81dec46dbbbe31d615dd5502e	11	0	0	0	0	8	0
244f7ba6baa6955b367389be5f2890c0	2	0	0	0	0	12	0
d7fa9053b0194054573160fdf61d63eb	0	0	3	0	0	0	0
fe0d0ccda482f7daa635ed17ece65a13	0	0	7	0	0	55	0
4d0c1b765e48276090bc42540d24ffdf	0	0	0	0	0	0	11
beff8433422bc5a7a2d7b9d3486bb3d2	0	0	0	0	6	0	0
8a187c76387f4dcbc1342687091af2be	0	0	6	0	0	0	0
c8cd6b94e3e2a3087e383876cbe4c9e4	0	0	0	0	0	36	0
f57b0f24114c828d63cdf15d25cbb7e8	0	0	0	0	0	0	47
a67662d47e7cd285c743630fe2d2c0b5	0	0	0	0	0	0	12
26566e0ca85357a85fa643449f5f3082	7	0	0	5	0	1	2
a35af6cfbfc4c91e05f7f3b1a6d3a120	2	0	0	0	0	10	0
9fcbeff581a6e61c701a9992da00008a	5	0	0	11	0	4	4
f97da6c992b0232e51ec8a97b145a308	0	0	0	0	0	0	3
3ba1ef485774307f2e20c2f34577f9fa	20	0	0	0	0	20	0
03278a1fcfd64a45e2240ee5689b23a2	2	6	0	0	0	5	0
898f8675436b480803ffd5425a1e05e4	0	2	0	0	0	0	0
2e6977f1a141ef54284eaa94de5bee10	0	0	0	0	0	0	20
0a7f4262ecc1008e60b99a0cab3d354a	3	0	3	9	0	21	6
9d05134b60f5429da047b6f51c5d9156	0	0	0	0	0	0	52
914580498c21bbcfc2e095500b3fb4c8	4	0	0	0	0	9	0
ec3a30e61072d6cd7f69e6610acd2319	2	2	0	0	84	0	878
4ace9a01f0d8de03fd69df9dbb6dd1ee	9	0	0	1	0	0	0
ea8d3bd0847fca2ffd584a4f4f2e8707	0	0	0	0	0	0	101
2a717f0b4ea98223541a2fdee0275a59	0	0	0	0	0	0	8
7aad34d87d8992b993e1cc320fd03722	11	0	0	0	0	0	0
93d09ba90b004ecf6b9f52f0a5434d56	3	0	0	4	0	0	0
86f841f79d94193bf27897ca477de169	2	0	0	1	0	0	0
46f139df69539c47c0e0dafd198ab6fd	145	0	0	0	0	0	0
d13ed0db9bacf19524ae681b1c76e9cc	0	0	3	0	0	0	8
a1158265e7f3253c09a4646f5435b5d5	0	0	0	0	0	0	18
3a72f1193f73e2ee32db427202f7c7d5	0	19	0	0	0	69	12
ac3765c66628fe426471a317d966242b	0	0	0	0	0	0	9
28722b775572c02e6c12b2653194cefb	0	0	27	0	0	0	4
8bf58b8da0813be19a8b6667fe68eca1	0	0	0	0	0	12	0
5811de2720094b72861225cd80193662	0	0	0	0	0	19	0
ef63ebed33a81ef8caa6cef5c0bed972	5	0	18	0	0	73	0
9bd2a82ff17fd982cb2ac1569c58da83	0	7	24	0	0	37	41
222d7af17f21c9a17669d53d09664bd3	0	0	0	10	0	0	0
00f5957f49d4fc895f2c768d65dfa302	39	0	0	0	0	0	0
36976fdc453b0217e263da9aad608fda	0	0	0	651	0	0	0
75407c58fe7a4b6df7b82c221b0ebed1	9	0	0	0	0	0	0
a8c4e4d85be0699f0eda08260db7f974	0	0	21	0	0	0	0
638795a34bab29aafa3b4de14bb21f0e	0	0	0	0	2	11	0
27d6bb640d4bc1c871463fc6f7c028b0	0	0	4	0	0	0	0
daf807bf0516a7c442a7a3f14afd1dfd	0	0	0	0	0	0	30
840f36dfd30a819d1555ca7b29fd1d14	0	49	0	0	0	0	0
42de448ad06a32646d38d9e8069d93f3	8	0	0	0	0	0	0
ae0a348f3e5d1cdb714cc99b57d51d1c	8	0	0	0	0	0	0
7e01e6af8dce6e41c9de5e4221d597bf	7	0	0	0	0	0	0
75e3083a2b7571eadda034ec53c4e12b	0	14	0	0	2	0	0
2d1ec69a0c098b77c717f58c1cc1405c	0	7	40	0	0	0	6
b2fcf492b37c19795c8c12282ae3a65e	0	0	0	0	0	30	0
497de5b095b14c8b4a6d3de6ba9a44af	0	0	18	0	0	0	0
cb4a392d9b6c865b44d691cb2dd56a6c	0	0	8	0	0	0	0
c4c715798f1708d5c8fa2ec6b00771b7	0	3	0	0	0	12	3
fb9700cc5587288f5be3d3abb05f097a	5	0	0	0	0	0	1
1faa83185fe72ec5616f0f7a2c4dc498	6	2	0	9	26	11	17
289fa1a3d7b02190da5caaeb1e2a46f7	0	3	0	6	0	0	2
58b9cba782ddaefacebdf986936cedcd	0	0	0	0	40	0	0
3bb4bef0ed72a084b0d901b490cd671b	0	0	0	0	0	0	46
d4fea0335d31a998a744e3cd3d981305	10	0	0	0	0	0	0
661e5330c63fa8a7239e7515763f27a4	0	0	0	0	0	45	0
a9a02e52d39c15b2ca7d439b960a026e	11	0	0	0	0	0	0
41f10a502004ec03da4f72152069cbcf	0	0	0	0	0	0	15
ac78b5eac4c22640aa35c46bfd0bd27f	0	2	9	0	0	381	8
808e6903490a0c77bc4c8166366a7bb4	2	0	0	12	0	0	4
3f401a2a5f126786131f9de31bbde140	0	2	0	14	0	0	4
5557b7d7a659331dcd0c7920bda471aa	0	0	28	0	0	0	0
f48124716b0bd6447ce13cbf9e3f43b3	0	0	0	0	0	0	4
5b0ad97bf79c1d3bb9746b578793e41d	18	0	0	0	0	0	0
b79cd707a1c2f333f308f537a23f3842	0	0	0	0	0	243	0
ed61812f3bac98c7353029648ab4deb7	0	0	0	0	0	49	0
06448f4346d7851cdb18e171988f2bd1	34	0	0	1	0	0	0
3fc8415f55672e05c0dcb7badfd3f9ea	2	0	0	0	0	0	0
338ca7c422bbd8a7197f49c1d995ce85	3	0	0	0	0	0	0
68849d85a10c7b1afb2e5114ee4f872f	0	0	0	0	0	3	1
2b3c336db42de5c63bfcfb63280d5252	1	0	0	0	0	0	0
01174b47e3117f3c5147d7bebd71d686	0	0	0	439	0	0	0
95a40d0541c4b18fa1fec3ec3e159f67	0	0	0	0	0	5	0
9441184d7285560bb793237c46c224df	0	0	2	0	0	0	0
073f0c188f535986acae36e4d98ef31c	0	0	0	0	0	5	0
b5d16f171f38ca153e41984ba52abbb3	0	0	0	0	0	0	3
6b007d195305fe1bb4986ccf53721e6c	0	13	0	4	0	0	0
40aee2d5019794936475c582fe8b7ddf	12	0	0	0	0	0	0
6b10e1f346606fde8542edaa59924a28	0	0	9	0	0	20	4
d4bd4bab4e964b7e3194e764fca0cbd7	0	0	4	0	0	0	0
868e649b05791b35701c9439428f55a8	3	0	0	0	0	31	0
1d9862cf7c21f80b021335df23fff86a	0	0	0	1	0	0	0
dfac32965d094ae86ed070b49d76656b	0	0	0	0	0	39	5
2f871ee46efb4560e3a059fe27d6c30a	2	0	0	0	0	183	0
f27afbffc2c4af0a2a6d1aa2b73d46b0	9	0	0	0	0	0	0
1212544dc87d63bb3dd2d5d6be3e67d0	0	0	0	0	0	0	54
97c91ab1cec67e52bbe55542bd49fd00	0	0	0	0	0	30	0
62db655570515cefa5a575c4f3711b36	43	0	0	0	0	9	22
db96a383b35a268568ed6473ace18ac7	4	0	0	0	0	24	0
55a1f7fe59ecc45660d646a28677d682	0	36	0	0	0	0	2
952e74ea7c08a689ccfccc936591a726	0	0	10	0	0	0	0
20597cf252e9627c3bea6e40356ddc76	2	0	0	0	0	0	0
c34e5b9f9a8325cf62592d0449030545	0	0	0	0	267	0	0
d7cafc45ab6652ae8c288ea5643774af	0	0	0	0	0	0	1
134f18f876d46b27960fb1be3254eaa5	0	0	0	0	0	15	7
ba5df3b80e1c754c847d2d274b90e280	0	0	4	1392	0	0	0
7e0672145f1ba8062765c7ee8337b66d	0	3	0	5	0	0	0
4f8eb60fbdfdac7bf9a6fedf439e8886	2	0	0	0	0	3	0
2a343a94a4cbdbb22475abd72769ebd4	75	0	0	1	0	0	0
3845dbee2e2efe2a55e7541a1809b093	0	0	0	0	0	0	11
0e55cd98cecf1a39c928f47988566173	2	0	0	0	0	2	0
b9e121a6ad2731afeb2bdd5c554d855e	0	0	0	0	0	64	0
2b6da5ac17ab192920d65ba4bf254ca8	0	0	6	0	0	0	6
292651cf298110132d06696776a60521	39	0	0	0	0	0	0
1ce934fb9a785b038f33d6122f7ab63b	0	0	0	0	0	0	3
0e85091bf38d2f1829a58974dc3c2fa9	0	0	0	0	0	0	7
c9226a1b69f351c3b61194d496bf9e3a	14	0	0	0	0	0	0
8f55860a07808414c1952443cfdca995	38	0	0	0	0	0	0
d3e09bb1cfee53d08c38c5c81bd4fefc	0	0	0	0	0	0	169
f6715d2770d3ba96c8fa52848fa00872	0	0	0	0	0	18	0
33505936975750995184764dde12c21a	0	0	0	0	0	0	2
a498fc99abc30a83096311f29f42b43c	0	1	0	3	0	0	0
0836dafe0c700d796d7d83b9661622d4	9	0	0	0	0	0	0
5b6ddb2ef944d3c7387c005b9f0f5a4d	0	7	0	0	0	304	5
61681244c286c26e32d503c322fdade5	23	0	0	0	2	0	0
4dbe0b452e62c7900f2495bea08ba847	2	0	0	0	0	8	0
d7e19dfe80940ae46bc3aff0805e4421	0	0	0	0	0	64	0
213858631ae88baf34d44a0996a30d5e	0	0	18	0	0	0	0
ae30ea6fde1ad3aab2f47de83e6aaaa8	3	0	0	0	0	0	0
7a0db28241c32186e0c2711bf0860abe	0	0	171	0	0	5	291
db8ecb068ccbacbf348bb1eac29d1f72	0	0	0	0	0	0	14
c1042e9ba0b2f382a1a5baff7eed6ac2	0	0	12	0	0	30	24
a6f71d26a62602d9f7bdd18d387d2841	0	0	22	0	0	81	10
d3bb53fd0c39ab0e693866d7d75f0e54	0	0	14	0	0	62	3
7573659827cd1b41e523fc7b71a98c85	0	0	0	0	0	6	0
d9610f62fcf5d0f2cce8c179cb2b30ad	0	0	0	0	0	29	0
9102ced5f4e4bf0df6ed022b7423e515	0	3	4102	12	18	1642	81
7879f240dfb3632e36121a9d18b29d32	0	0	0	2	0	0	0
15d7801d307503dadf690da66f77ca6c	6	0	0	0	0	2	8
f10df8f73c88c7a55dd6a675bf823994	0	0	0	0	0	0	11
e9c33e1201eb938cf524f30f9c817d62	57	0	0	7	0	0	0
fe566d9cf2f991b2e0c3b490f3056ccc	3	0	0	0	0	0	0
0a420aea60817844158e817195a4c06c	0	0	0	0	0	5	0
4c6ceaae5d908294e2dc66d0240ea2a0	7	0	0	0	0	0	0
32cb53f2fc4f368719680d77ed274078	15	0	3	0	0	21	0
92ecd84a2b896f1e41f73d59d865c232	0	10	0	0	0	4	0
6696c8cb51eef719093ceb9766eba8b5	1	9	0	0	0	0	0
9136e4c0df3b36e3c53e992867342308	0	8	0	0	5140	0	0
a089228bac3786fc13573dd8170a24d1	0	51	0	0	0	0	0
677541136e007364e4322a12c104d82b	101	0	0	0	0	0	0
b33f685b872e43b0cbdb7dca9b4168d9	0	0	2	0	0	0	4
d1e1f3126aec188be5b262ddc49bba4c	4	0	0	3	0	0	0
97d9c2e8d58f33c629a8cd9c620ff978	0	0	11	0	0	2	0
ab5e15347aad1f780ba0b7a208bdf8ae	0	0	32	0	0	0	0
fbb9d7edcde65088ea0e5734fdb6628b	0	0	0	0	0	108	0
a697d68146842c6f599fcaf768a587ff	0	4	0	0	0	9	0
955257cb6072d455f49ab0d0fd81de22	0	0	0	0	0	248	0
b4685cfaf6436fd5b700503c54c57e50	139	0	0	0	0	0	0
93445ba14ab36ea684b36611f2c8dbe2	3	0	0	0	0	0	0
ca93469a6b9bf62502d75790b24cb117	14	0	0	0	0	0	0
092f7d1d6b19e34d123c63048eb4e1cc	0	0	219	0	0	6	0
cffdb078609c107b959b2438f6fe6461	2	0	0	0	0	0	0
3ea02fd75769c3f080c89a265efc5165	26	0	0	0	0	7	0
